,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
5085,6,3.0,2.0,3.0,300.0,5,14,2
4001,5,2.0,1.5,2.0,114.0,2,1125,68
375,6,2.0,1.0,0.0,175.0,2,120,252
2612,5,2.0,1.0,2.0,90.0,5,60,13
6645,2,1.0,1.0,1.0,60.0,5,1125,8
132,1,1.0,1.0,1.0,44.0,7,730,5
1533,4,2.0,1.0,4.0,119.0,3,30,8
962,2,1.0,1.5,1.0,80.0,15,30,0
2659,4,2.0,2.0,2.0,240.0,3,1125,7
6691,4,2.0,2.0,2.0,139.0,3,1125,23
7100,4,1.0,1.0,2.0,60.0,4,1125,11
5926,2,1.0,1.0,1.0,48.0,3,90,86
5123,3,2.0,1.0,2.0,110.0,3,1125,1
532,4,1.0,1.0,1.0,125.0,1,60,305
5445,4,2.0,1.0,4.0,90.0,3,1125,24
3985,2,1.0,1.0,1.0,39.0,3,1125,96
5030,2,1.0,1.0,0.0,54.0,3,1125,13
3714,2,0.0,1.0,1.0,80.0,2,1125,0
2389,4,1.0,1.0,2.0,110.0,2,1125,12
861,4,1.0,1.0,2.0,130.0,1,1125,404
3167,3,1.0,1.0,2.0,95.0,5,31,3
270,2,1.0,1.0,1.0,79.0,2,30,34
7551,2,1.0,1.0,1.0,95.0,1,1125,81
1914,4,1.0,1.0,2.0,100.0,7,30,0
7345,5,2.0,1.0,2.0,110.0,2,1125,98
2868,4,2.0,1.0,2.0,80.0,7,21,4
4745,5,2.0,1.0,2.0,350.0,4,1125,21
6242,4,1.0,1.0,2.0,139.0,30,1125,49
6087,2,1.0,1.0,1.0,60.0,6,1125,2
4572,4,1.0,1.5,2.0,80.0,2,1125,13
1346,2,0.0,1.0,1.0,35.0,7,140,34
2071,3,1.0,1.0,1.0,153.0,3,365,4
236,2,1.0,1.0,1.0,39.0,5,30,66
6942,4,1.0,1.0,2.0,89.0,5,1125,73
2891,6,2.0,2.0,6.0,489.0,8,90,32
1967,2,1.0,1.0,1.0,88.0,3,33,52
7145,2,1.0,1.0,1.0,75.0,2,1125,26
5648,4,2.0,1.5,2.0,269.0,1,1125,24
2527,3,2.0,1.0,2.0,90.0,3,21,2
1197,2,1.0,0.5,1.0,40.0,3,1125,153
2429,2,1.0,1.0,1.0,150.0,1,1125,2
7574,2,1.0,1.0,2.0,65.0,2,15,138
5402,2,1.0,1.0,1.0,75.0,2,15,14
131,6,3.0,2.0,4.0,290.0,6,30,60
96,4,1.0,1.0,2.0,92.0,2,20,27
1927,2,1.0,1.5,1.0,50.0,1,5,42
1778,2,1.0,1.0,1.0,95.0,2,21,231
83,2,1.0,1.0,1.0,75.0,4,15,65
5429,2,1.0,1.0,1.0,90.0,3,1125,20
2331,5,2.0,1.0,3.0,120.0,2,1125,88
6817,5,2.0,1.0,5.0,190.0,1,1125,5
1599,5,1.0,1.5,3.0,110.0,2,250,95
6159,3,2.0,1.0,2.0,80.0,3,30,23
5732,2,1.0,1.0,1.0,45.0,1,21,8
2516,2,1.0,1.0,1.0,100.0,7,1125,8
5888,2,0.0,1.0,1.0,55.0,3,30,3
5393,3,1.0,1.0,2.0,50.0,3,1125,0
7653,2,0.0,1.0,1.0,35.0,3,1125,47
1082,1,0.0,1.0,1.0,55.0,21,999,32
2177,5,2.0,1.0,3.0,220.0,1,365,177
654,3,1.0,1.0,3.0,70.0,7,30,28
4932,2,1.0,1.0,1.0,70.0,2,6,5
3483,4,1.0,1.0,1.0,100.0,3,7,0
3004,2,1.0,1.0,1.0,80.0,3,120,76
3963,2,1.0,1.0,1.0,85.0,2,31,15
1667,3,1.0,1.0,1.0,120.0,4,365,163
3755,6,2.0,1.0,3.0,99.0,2,7,63
7779,3,2.0,1.0,2.0,200.0,3,1125,0
1137,2,1.0,1.0,1.0,90.0,3,365,28
5201,6,3.0,2.5,6.0,200.0,5,365,8
6935,4,2.0,1.0,2.0,110.0,1,10,20
3733,5,2.0,1.0,4.0,179.0,3,92,23
5027,5,2.0,1.0,3.0,125.0,5,1125,4
4842,2,1.0,1.0,2.0,60.0,30,305,54
126,4,2.0,1.0,2.0,120.0,2,1125,29
7666,3,1.0,1.0,1.0,75.0,1,1125,0
5409,2,1.0,1.0,1.0,59.0,5,365,24
6200,2,1.0,1.0,1.0,50.0,2,14,100
4370,2,1.0,1.0,1.0,62.0,2,1125,7
1367,2,1.0,1.0,1.0,60.0,4,1125,2
7430,6,2.0,1.0,6.0,120.0,2,14,113
5751,6,3.0,2.0,5.0,400.0,2,1125,27
3332,2,1.0,1.0,1.0,65.0,2,1125,13
6474,2,1.0,1.0,1.0,50.0,2,1125,27
2416,3,0.0,1.0,2.0,75.0,2,1125,228
6989,2,1.0,1.0,1.0,270.0,6,30,2
7437,4,2.0,2.0,2.0,300.0,1,1125,0
1751,4,1.0,1.0,2.0,235.0,4,1125,39
6820,2,1.0,1.0,1.0,55.0,2,7,58
7097,2,1.0,1.0,1.0,250.0,30,90,48
994,2,1.0,1.0,1.0,66.0,6,66,135
937,4,1.0,1.0,2.0,38.0,1,10,3
6620,4,1.0,1.0,2.0,72.0,4,1125,54
5596,2,1.0,1.0,1.0,85.0,4,18,9
1501,3,1.0,1.0,2.0,130.0,4,90,55
895,2,1.0,1.0,1.0,49.0,3,30,16
2719,6,2.0,1.0,3.0,119.0,3,30,40
3260,3,1.0,1.0,2.0,139.0,1,90,157
1798,6,3.0,1.0,4.0,290.0,4,30,62
3546,2,1.0,1.0,1.0,85.0,3,1125,0
2453,2,1.0,1.0,2.0,102.0,3,60,14
7051,2,1.0,1.0,1.0,69.0,3,30,13
6026,2,1.0,1.0,1.0,145.0,4,30,12
6074,1,0.0,1.0,1.0,40.0,4,8,4
7652,2,0.0,1.0,1.0,50.0,4,30,5
3176,3,1.0,1.0,2.0,90.0,2,1125,116
6843,2,1.0,1.0,1.0,80.0,3,30,27
1551,2,1.0,1.0,1.0,500.0,1,6,4
6986,2,1.0,1.0,1.0,59.0,9,15,3
6734,5,2.0,1.0,3.0,160.0,2,1125,32
6809,2,1.0,1.0,1.0,100.0,1,1125,0
4055,2,0.0,1.0,2.0,65.0,5,1125,35
2840,2,1.0,1.0,1.0,60.0,2,1125,0
6375,5,1.0,1.0,3.0,85.0,1,30,41
6023,2,1.0,1.0,1.0,60.0,22,1125,1
6884,3,1.0,1.0,2.0,169.0,90,365,1
5282,6,2.0,2.5,4.0,199.0,7,29,2
5516,2,0.0,1.0,1.0,60.0,15,1125,23
1049,2,1.0,1.0,1.0,65.0,3,1125,59
7895,2,1.0,1.0,1.0,50.0,2,14,3
1166,2,1.0,1.0,1.0,102.0,3,14,13
7182,2,1.0,1.0,1.0,53.0,1,1125,207
3011,4,2.0,2.0,2.0,199.0,30,300,226
4325,2,1.0,1.0,1.0,30.0,12,350,49
514,2,1.0,1.0,1.0,70.0,4,365,22
3811,4,2.0,1.0,3.0,120.0,5,60,13
3400,4,1.0,1.0,1.0,138.0,91,1125,14
7909,2,0.0,1.0,1.0,39.0,2,1125,0
867,2,1.0,1.0,1.0,52.0,2,5,10
1417,2,1.0,1.5,2.0,119.0,3,7,14
755,4,2.0,1.0,3.0,115.0,5,1125,36
4771,2,1.0,1.0,1.0,70.0,2,1125,1
7830,4,1.0,1.0,2.0,60.0,14,60,9
552,4,2.0,1.0,3.0,80.0,2,31,111
878,4,1.0,1.0,1.0,75.0,15,300,82
2032,2,1.0,1.0,0.0,130.0,4,1125,38
7464,4,1.0,1.0,2.0,65.0,1,1125,11
1483,6,3.0,2.5,0.0,295.0,3,1125,114
7167,16,1.0,0.5,1.0,800.0,2,45,8
4936,4,1.0,1.0,1.0,120.0,4,1125,3
6044,3,2.0,1.0,2.0,110.0,4,30,7
6109,4,1.0,1.0,2.0,53.0,12,21,6
2832,2,1.0,1.0,1.0,249.0,4,80,25
2080,2,1.0,1.0,1.0,90.0,5,15,69
7379,4,1.0,1.0,2.0,85.0,4,21,0
4538,2,0.0,1.0,1.0,55.0,180,1000,9
4010,3,0.0,1.0,0.0,75.0,3,1125,16
3163,2,0.0,1.0,1.0,65.0,3,9,13
5699,6,3.0,1.0,3.0,130.0,7,50,2
3835,1,1.0,1.5,1.0,44.0,2,1125,35
705,2,1.0,1.0,1.0,70.0,1,1125,10
4179,2,0.0,1.0,1.0,60.0,7,90,1
2222,2,1.0,1.0,1.0,50.0,4,30,81
1323,4,1.0,1.0,2.0,140.0,3,1125,329
854,2,1.0,1.0,1.0,100.0,4,1125,22
6710,2,1.0,1.0,1.0,42.0,1,1125,34
6310,5,3.0,1.0,5.0,97.0,5,30,6
5713,9,5.0,3.5,7.0,499.0,2,1125,41
4493,4,1.0,1.0,2.0,65.0,3,50,1
4627,4,1.0,1.0,0.0,119.0,7,1125,28
85,4,1.0,1.0,0.0,175.0,4,25,73
7736,4,2.0,1.0,2.0,65.0,5,1125,14
1134,4,2.0,2.0,0.0,200.0,3,30,117
5564,4,1.0,1.0,2.0,70.0,3,1125,64
78,4,1.0,1.5,2.0,922.0,2,365,34
476,4,1.0,1.0,2.0,90.0,2,1125,63
7651,13,5.0,2.0,6.0,300.0,2,1125,68
5198,2,1.0,1.0,1.0,65.0,3,60,45
596,4,2.0,1.0,2.0,100.0,4,30,8
7661,2,1.0,1.0,1.0,50.0,1,1125,1
2779,2,1.0,1.0,1.0,77.0,6,15,36
7370,2,1.0,1.0,1.0,95.0,3,1125,71
3145,2,0.0,1.0,1.0,70.0,3,90,287
6231,2,1.0,1.0,1.0,70.0,2,1125,4
289,2,0.0,1.0,1.0,76.0,3,90,366
3304,2,1.0,1.0,1.0,75.0,3,45,62
6424,4,0.0,1.0,2.0,69.0,3,1125,0
1937,2,1.0,1.0,1.0,115.0,1,14,9
5524,4,2.0,1.0,3.0,75.0,3,1125,1
2352,4,2.0,1.0,2.0,180.0,4,50,5
1595,3,1.0,1.0,2.0,75.0,3,14,127
4780,4,1.0,1.0,4.0,150.0,5,1111,92
7504,1,1.0,1.0,1.0,29.0,75,200,35
2200,1,1.0,1.0,1.0,73.0,2,1125,40
5421,4,1.0,1.0,1.0,100.0,1,7,4
235,6,2.0,1.0,4.0,230.0,2,25,98
1310,4,1.0,1.0,2.0,49.0,1,15,8
5874,6,2.0,1.0,2.0,145.0,6,1125,0
6503,2,1.0,1.0,1.0,150.0,3,30,4
3190,1,0.0,1.0,1.0,45.0,6,1125,49
1412,6,3.0,2.0,4.0,289.0,30,1125,85
322,4,1.0,1.0,2.0,130.0,7,30,5
1905,1,1.0,1.0,1.0,45.0,2,10,57
3655,2,1.0,1.0,4.0,95.0,6,1125,66
2884,5,2.0,2.0,5.0,200.0,365,1125,34
5387,6,3.0,2.0,4.0,200.0,1,1125,0
3574,3,1.0,1.0,2.0,70.0,7,30,6
2226,1,0.0,1.0,1.0,49.0,4,4,50
1901,4,1.0,1.0,2.0,140.0,3,180,84
4433,2,1.0,1.0,1.0,38.0,3,1125,97
7985,2,0.0,1.0,1.0,60.0,1,1125,5
5051,2,1.0,1.0,1.0,160.0,5,21,92
7866,2,0.0,1.0,1.0,75.0,3,1125,50
4200,2,0.0,1.0,1.0,75.0,14,360,18
3087,2,1.0,1.0,1.0,95.0,3,21,178
896,2,1.0,1.0,1.0,65.0,2,15,90
5784,2,1.0,1.0,1.0,90.0,3,30,22
279,2,1.0,1.0,1.0,140.0,1,30,1
4247,4,1.0,1.0,2.0,170.0,2,1125,121
1198,4,2.0,1.0,3.0,140.0,1,1125,1
6299,3,1.0,1.0,2.0,65.0,3,1125,14
6653,4,2.0,1.0,2.0,150.0,4,1125,4
1507,2,1.0,1.0,1.0,116.0,3,1125,26
4133,2,1.0,1.0,1.0,49.0,2,1125,65
5534,2,1.0,1.0,1.0,130.0,30,70,0
492,5,1.0,1.5,3.0,195.0,3,31,243
7164,2,1.0,1.0,3.0,80.0,1,1125,0
7675,2,1.0,1.0,1.0,100.0,4,21,10
2550,2,1.0,1.5,1.0,45.0,1,10,142
5284,2,0.0,1.0,2.0,50.0,5,60,12
2038,4,1.0,1.0,2.0,130.0,3,10,68
5249,2,1.0,1.0,2.0,117.0,5,60,3
2632,4,2.0,1.5,2.0,140.0,3,1125,14
7094,2,1.0,1.0,0.0,85.0,1,1125,8
1122,2,1.0,1.0,1.0,72.0,5,15,113
4381,5,2.0,2.5,2.0,137.0,2,30,16
3639,2,1.0,1.0,1.0,55.0,16,1125,13
2092,4,2.0,1.0,3.0,140.0,3,14,107
3270,2,1.0,1.0,1.0,130.0,3,1125,11
7045,2,0.0,1.0,1.0,60.0,3,1125,9
5256,3,1.0,1.0,1.0,170.0,4,90,5
6075,5,2.0,1.0,2.0,139.0,3,1125,22
5367,6,2.0,1.0,2.0,120.0,14,1125,0
4222,4,1.0,1.0,2.0,95.0,4,14,16
6267,4,1.0,1.0,2.0,130.0,1,1125,0
509,5,2.0,1.5,5.0,110.0,1,90,204
2825,2,1.0,1.0,1.0,65.0,4,90,7
1347,6,1.0,1.0,2.0,175.0,1,70,27
4709,4,1.0,1.0,2.0,55.0,15,62,16
7556,8,4.0,2.0,6.0,296.0,6,60,13
3619,2,1.0,1.0,1.0,52.0,4,6,50
6522,2,1.0,1.0,1.0,47.0,1,25,34
2818,3,1.0,1.0,1.0,50.0,3,1125,16
1800,2,1.0,1.0,1.0,130.0,4,10,0
6246,4,0.0,1.0,2.0,75.0,1,1125,0
6414,2,0.0,1.0,1.0,80.0,6,1125,0
6995,4,1.0,1.0,2.0,85.0,3,30,0
3565,2,1.0,1.0,1.0,95.0,4,15,66
5394,4,0.0,1.0,1.0,80.0,20,1120,68
2562,1,1.0,1.0,1.0,38.0,5,3000,33
6911,2,1.0,1.0,1.0,98.0,1,7,3
2358,4,1.0,1.0,3.0,135.0,3,93,44
3185,2,1.0,1.0,1.0,160.0,1,1125,0
3233,2,1.0,1.0,1.0,65.0,2,1125,0
1298,2,1.0,1.0,1.0,45.0,1,3,3
2478,6,1.0,1.0,3.0,90.0,2,100,181
4454,4,1.0,1.5,1.0,145.0,5,365,93
216,2,1.0,1.0,2.0,75.0,2,7,141
980,4,2.0,1.0,3.0,200.0,2,40,29
5364,2,1.0,1.0,1.0,90.0,2,1125,0
4356,3,2.0,1.0,2.0,65.0,1,1125,33
790,4,2.0,1.0,3.0,100.0,3,14,41
5415,4,1.0,1.0,1.0,48.0,7,10,18
1732,2,1.0,1.0,1.0,60.0,4,365,5
4814,2,1.0,1.0,1.0,110.0,14,15,21
86,2,1.0,1.5,1.0,166.0,2,14,175
704,2,1.0,1.0,1.0,55.0,2,7,34
7123,1,1.0,1.0,1.0,33.0,5,1125,97
1971,2,1.0,1.0,1.0,47.0,120,1125,1
5519,3,1.0,1.0,1.0,40.0,2,1125,0
2499,2,1.0,1.0,1.0,121.0,7,1125,6
5665,1,1.0,0.5,1.0,30.0,30,365,0
6331,2,1.0,1.0,1.0,45.0,6,60,3
3412,4,1.0,1.0,2.0,75.0,8,1125,14
5233,4,2.0,1.0,0.0,140.0,1,1125,21
5572,2,1.0,1.0,1.0,85.0,30,1125,3
2607,1,1.0,1.0,1.0,75.0,2,1125,0
925,2,1.0,7.0,2.0,45.0,1,100,209
4848,2,1.0,1.0,1.0,33.0,5,30,3
2439,3,2.0,1.0,2.0,60.0,1,30,1
7685,2,1.0,1.0,1.0,55.0,6,9,28
5365,3,0.0,1.0,2.0,62.0,5,1125,51
4584,2,0.0,1.0,1.0,96.0,270,305,16
3285,4,1.0,1.5,1.0,143.0,91,1125,6
774,4,1.0,1.0,2.0,100.0,2,1125,198
2184,2,1.0,1.0,1.0,50.0,5,40,47
1110,7,2.0,1.0,2.0,110.0,2,10,54
4613,2,1.0,1.0,1.0,72.0,2,1125,34
5798,2,1.0,1.0,1.0,44.0,3,1125,2
4466,4,2.0,1.0,3.0,195.0,4,1125,42
2511,5,3.0,2.0,3.0,190.0,4,1125,17
1286,3,2.0,1.0,1.0,120.0,7,365,13
6544,6,3.0,2.0,4.0,130.0,4,5,4
7683,3,1.0,1.0,2.0,27.0,4,1125,7
2716,2,1.0,1.0,2.0,75.0,2,1125,48
1284,6,2.0,1.0,2.0,120.0,3,30,5
4857,7,4.0,2.0,6.0,300.0,3,30,9
840,2,1.0,1.0,1.0,39.0,1,1125,0
1654,2,1.0,1.0,1.0,117.0,3,1125,91
6895,3,0.0,1.0,2.0,130.0,91,1125,10
4467,8,4.0,2.0,9.0,449.0,3,14,40
1970,2,1.0,1.0,1.0,65.0,2,10,58
3040,6,2.0,2.0,4.0,155.0,3,180,33
2004,2,1.0,1.0,1.0,290.0,4,15,45
1091,2,1.0,1.0,1.0,75.0,1,10,73
4457,2,0.0,1.0,0.0,35.0,7,1125,38
7748,6,2.0,1.0,3.0,140.0,1,1125,141
7144,4,2.0,1.0,2.0,150.0,2,1125,48
2361,4,2.0,1.0,4.0,130.0,3,20,124
929,2,1.0,1.0,0.0,155.0,3,40,17
7602,4,1.0,1.0,2.0,78.0,1,16,2
529,4,1.0,1.0,2.0,80.0,4,61,50
431,5,3.0,1.5,3.0,80.0,1,365,6
82,2,1.0,1.0,1.0,95.0,2,60,20
4288,3,1.0,1.0,2.0,67.0,2,350,48
4931,2,1.0,1.0,1.0,55.0,3,1125,13
4177,3,0.0,1.0,3.0,68.0,30,1125,2
1656,5,3.0,2.0,4.0,189.0,5,21,3
5380,4,2.0,1.0,3.0,130.0,3,15,26
2164,2,1.0,1.5,1.0,55.0,3,10,112
3734,4,2.0,1.0,4.0,89.0,1,1125,65
5823,2,1.0,1.0,1.0,200.0,1,1125,2
3079,4,1.0,1.0,1.0,147.0,91,1125,13
3937,1,0.0,1.0,1.0,107.0,15,1125,72
4218,2,0.0,1.0,1.0,90.0,3,15,374
6446,2,0.0,1.0,1.0,38.0,1,1125,17
7434,2,1.0,1.0,1.0,40.0,1,1125,34
5718,1,1.0,0.5,1.0,40.0,10,120,29
5641,3,2.0,1.0,2.0,150.0,1,1125,0
3850,3,1.0,1.0,1.0,47.0,2,30,7
7096,2,1.0,1.0,1.0,200.0,3,30,112
6652,2,1.0,1.0,1.0,150.0,5,10,33
1334,2,1.0,1.0,1.0,89.0,2,1125,153
6176,2,1.0,1.0,1.0,100.0,2,1125,9
6940,4,1.0,1.0,2.0,140.0,5,120,19
1444,6,3.0,1.0,3.0,200.0,3,365,17
4929,2,1.0,1.0,1.0,90.0,1,1125,44
2343,4,1.0,1.0,1.0,188.0,7,1125,17
4096,3,1.0,1.0,2.0,190.0,3,1125,83
706,4,1.0,1.0,3.0,95.0,6,30,6
3763,2,1.0,1.0,1.0,70.0,2,1125,12
1936,3,2.0,1.0,2.0,90.0,4,30,15
4045,1,1.0,1.0,0.0,49.0,5,1125,36
4187,5,2.0,2.0,5.0,150.0,3,60,125
347,5,1.0,1.0,3.0,95.0,3,31,46
6611,2,1.0,1.0,1.0,64.0,3,1125,0
4072,4,3.0,1.0,3.0,200.0,7,1125,0
5462,2,1.0,1.0,1.0,80.0,2,1125,21
7937,2,1.0,1.0,1.0,70.0,4,18,29
5268,6,2.0,1.5,3.0,150.0,4,1125,8
2668,2,1.0,1.0,1.0,45.0,2,1125,18
4293,2,0.0,1.0,1.0,94.0,30,90,92
5131,2,1.0,1.0,1.0,55.0,2,60,326
4891,2,0.0,1.0,1.0,38.0,3,1124,47
4815,4,2.0,1.0,2.0,345.0,5,10,188
2886,5,2.0,1.5,2.0,240.0,3,45,89
6990,3,1.0,1.0,2.0,90.0,1,20,3
390,9,3.0,4.5,5.0,600.0,3,30,27
3026,4,1.0,1.0,2.0,70.0,2,30,37
2129,4,1.0,1.0,2.0,283.0,3,365,12
1702,4,1.0,1.0,1.0,75.0,10,30,0
701,4,1.0,1.0,1.0,110.0,2,1125,115
6367,2,1.0,1.0,1.0,47.0,3,7,113
3161,2,1.0,1.0,1.0,100.0,2,60,50
3989,4,2.0,1.0,0.0,205.0,6,15,16
5456,2,1.0,1.0,1.0,50.0,1,365,295
5535,4,2.0,1.0,2.0,85.0,2,14,4
806,5,3.0,1.0,3.0,100.0,5,30,49
7908,4,3.0,1.0,3.0,80.0,2,365,0
5958,8,3.0,2.0,6.0,280.0,6,1125,31
541,3,0.0,1.5,0.0,90.0,4,120,71
7296,4,1.0,1.0,3.0,170.0,2,30,150
7823,2,0.0,1.0,1.0,52.0,5,1125,0
1388,1,1.0,1.0,1.0,70.0,2,65,0
6340,4,2.0,1.0,3.0,240.0,3,1125,9
6265,4,2.0,1.0,2.0,150.0,2,1125,10
5826,4,1.0,1.0,2.0,50.0,2,60,3
5211,5,3.0,1.0,4.0,120.0,4,30,28
5816,4,1.0,1.0,2.0,95.0,3,1125,10
2282,2,1.0,1.0,1.0,65.0,3,1125,214
5612,4,1.0,1.0,2.0,73.0,1,15,8
1495,4,1.0,1.0,1.0,98.0,2,365,15
5744,4,1.0,1.0,2.0,95.0,1,1125,2
6417,2,0.0,1.0,1.0,55.0,1,60,21
7268,2,1.0,1.0,1.0,78.0,3,1120,0
120,14,5.0,2.0,8.0,630.0,6,60,28
6651,2,0.0,1.0,1.0,62.0,2,1125,105
5794,4,2.0,1.0,2.0,65.0,2,1125,11
7544,4,1.0,1.0,2.0,120.0,3,5,33
4993,6,3.0,1.0,3.0,280.0,2,1125,96
7261,2,1.0,1.0,1.0,50.0,2,31,18
2003,2,1.0,1.0,1.0,95.0,3,35,50
7053,2,1.0,1.0,1.0,125.0,3,15,7
3648,2,1.0,1.0,1.0,40.0,2,1125,2
5092,2,0.0,1.0,1.0,85.0,3,365,33
3990,5,2.0,1.0,2.0,140.0,4,120,49
7286,4,1.0,1.0,2.0,155.0,3,1125,28
496,5,1.0,1.0,0.0,135.0,6,365,213
947,4,2.0,1.0,2.0,70.0,1,6,5
2843,4,2.0,1.0,2.0,220.0,2,1125,71
564,2,1.0,1.0,0.0,119.0,3,6,31
6847,2,0.0,1.0,1.0,50.0,1,1125,0
5184,4,1.0,1.0,2.0,80.0,3,1125,12
5430,2,1.0,1.0,1.0,70.0,1,1125,0
2957,6,2.0,1.0,3.0,170.0,3,1120,47
6452,1,1.0,1.0,1.0,60.0,1,1125,11
1712,2,1.0,1.0,1.0,85.0,3,8,0
2631,5,2.0,1.0,2.0,190.0,2,45,120
3444,2,1.0,1.0,1.0,76.0,2,1125,1
5366,2,1.0,1.0,1.0,120.0,1,1125,16
7474,2,1.0,1.0,1.0,40.0,2,1125,66
6716,2,1.0,1.0,1.0,42.0,2,1125,7
4894,3,0.0,1.0,2.0,40.0,1,1125,1
2921,3,2.0,1.0,2.0,80.0,4,25,37
328,3,1.0,1.0,1.0,99.0,4,31,6
5529,5,3.0,2.0,3.0,130.0,5,1125,11
1978,2,1.0,1.0,1.0,60.0,5,30,14
1365,2,1.0,1.0,1.0,80.0,4,30,40
1793,6,3.0,2.5,5.0,600.0,2,30,4
779,2,1.0,1.0,1.0,80.0,2,17,20
720,7,4.0,2.0,5.0,250.0,5,120,32
7976,5,3.0,2.0,5.0,200.0,4,30,0
6081,2,1.0,1.0,1.0,75.0,1,1125,0
948,4,3.0,1.0,3.0,110.0,7,30,2
1079,2,1.0,0.5,1.0,50.0,2,45,73
3520,4,1.0,1.0,1.0,80.0,3,8,27
6319,3,1.0,1.5,2.0,110.0,3,8,1
4389,3,1.0,1.0,2.0,99.0,4,1125,149
4073,4,2.0,1.0,2.0,297.0,4,1125,66
7587,2,1.0,1.0,1.0,35.0,2,30,7
4949,5,3.0,1.0,5.0,155.0,3,1125,43
3502,4,2.0,1.0,2.0,79.0,2,20,29
6839,3,1.0,1.0,2.0,70.0,2,1125,74
4676,4,2.0,1.0,2.0,85.0,1,1125,0
1968,3,1.0,1.0,1.0,500.0,50,1125,1
3241,2,1.0,1.0,1.0,65.0,4,25,51
2567,2,1.0,1.0,1.0,65.0,6,1125,27
49,2,1.0,1.0,2.0,80.0,7,1125,76
4811,2,1.0,1.0,2.0,55.0,1,1125,11
6950,4,2.0,1.0,3.0,150.0,2,1125,13
4549,2,1.0,0.5,1.0,30.0,20,365,7
1972,3,1.0,1.0,2.0,175.0,30,305,16
2937,4,3.0,2.0,3.0,95.0,7,28,5
1655,5,2.0,1.0,3.0,110.0,7,60,0
5168,4,1.0,1.0,2.0,93.0,4,50,11
4730,4,2.0,1.0,0.0,150.0,3,1125,39
6028,3,2.0,1.0,3.0,125.0,2,10,1
4595,8,4.0,2.0,4.0,150.0,7,120,2
3880,4,2.0,1.0,2.0,190.0,4,7,34
6469,3,0.0,1.0,2.0,52.0,1,1125,0
3575,3,3.0,1.0,2.0,102.0,4,8,110
6138,3,0.0,1.0,1.0,60.0,1,1125,33
3363,2,1.0,1.0,1.0,95.0,7,1125,0
5296,6,3.0,1.0,3.0,150.0,6,28,7
2549,7,2.0,1.0,1.0,85.0,15,1125,1
2816,6,3.0,2.0,6.0,200.0,6,1125,8
5422,5,2.0,1.5,4.0,180.0,2,25,78
1063,2,1.0,1.5,1.0,290.0,3,30,20
2347,5,2.0,1.0,1.0,90.0,2,1125,0
2421,1,1.0,1.0,3.0,1000.0,365,365,0
5951,3,1.0,1.0,1.0,90.0,2,12,25
1659,3,1.0,1.0,2.0,40.0,6,62,1
7103,4,0.0,1.0,2.0,96.0,3,365,218
7058,2,1.0,1.0,1.0,75.0,2,5,16
4836,2,0.0,1.0,1.0,50.0,10,15,0
6910,5,3.0,1.0,1.0,115.0,3,15,0
2082,4,3.0,1.0,3.0,140.0,2,14,0
6197,2,1.0,1.0,1.0,200.0,2,1125,5
2386,4,1.0,1.5,2.0,30.0,3,7,1
1886,2,2.0,1.0,2.0,70.0,2,14,1
5202,2,1.0,1.0,1.0,170.0,4,14,1
6542,4,0.0,1.0,0.0,60.0,3,1125,47
6773,4,1.0,1.5,2.0,128.0,2,1125,34
2148,2,1.0,1.0,1.0,200.0,1,15,56
6455,4,1.0,1.0,2.0,42.0,5,9,0
7618,2,1.0,1.0,1.0,69.0,3,1125,169
3131,1,0.0,1.0,1.0,60.0,2,1125,4
5828,6,2.0,1.0,2.0,250.0,3,20,21
4295,2,0.0,1.0,1.0,113.0,4,1125,132
2186,2,0.0,1.0,1.0,85.0,3,90,18
3138,3,1.0,1.0,2.0,107.0,14,1125,3
4790,4,2.0,1.0,2.0,149.0,3,1125,5
2070,4,0.0,1.0,2.0,160.0,2,30,31
4986,2,0.0,1.0,1.0,90.0,1,1125,0
7624,3,1.0,1.0,2.0,70.0,14,1125,0
91,4,2.0,1.0,3.0,140.0,5,730,10
2264,2,1.0,1.0,2.0,80.0,3,1125,38
6676,2,1.0,1.0,0.0,59.0,30,300,30
4411,2,1.0,1.0,0.0,55.0,1,1125,526
2826,7,3.0,2.5,5.0,220.0,2,1125,30
6347,2,1.0,1.0,1.0,105.0,7,30,62
5151,2,1.0,1.0,1.0,60.0,1,1,158
5192,2,0.0,1.0,1.0,49.0,30,1125,2
4259,5,2.0,1.0,2.0,120.0,5,1125,8
1790,2,1.0,0.5,1.0,45.0,4,30,92
5562,4,1.0,1.0,3.0,60.0,3,1125,2
6465,2,1.0,1.0,1.0,110.0,3,1125,52
3496,1,1.0,1.0,1.0,30.0,14,1125,0
5645,4,1.0,1.0,2.0,100.0,1,15,55
6925,4,2.0,1.0,2.0,70.0,1,1125,0
1368,6,3.0,2.0,5.0,230.0,5,1125,313
7591,2,0.0,1.0,1.0,65.0,3,6,1
3495,4,1.0,1.0,2.0,67.0,2,10,17
1009,4,1.0,1.5,2.0,102.0,3,31,59
7773,3,1.0,1.0,2.0,50.0,1,3,0
4112,2,1.0,1.0,1.0,155.0,2,1125,61
1464,2,1.0,1.0,1.0,55.0,4,20,8
5440,4,1.0,1.0,2.0,80.0,3,22,16
5424,2,1.0,1.0,1.0,60.0,3,15,0
834,2,1.0,1.0,1.0,93.0,30,300,26
